index,x,y,z,color,lum,absmag,appmag,distly,distly_datetime,date
20579,-0.646,-9.3172,-6.9654,0.451,1.37633,4.38,4.71,37.98,13862.7,11/24/76
46132,-3.8749,-3.1099,10.5489,-0.63,0.01568,9.24,9.57,38.01,13873.65,11/13/76
62650,1.3767,5.9607,9.9716,1.416,0.02324,8.81,9.15,38.14,13921.1,9/26/76
40655,-7.1361,5.6036,7.4585,1.609,0.00639,10.21,10.56,38.29,13975.85,8/3/76
411,-4.7032,10.2497,-3.3024,0.991,0.05625,7.85,8.2,38.31,13983.15,7/26/76
65885,8.1254,2.2835,8.1799,0.54,1.82955,4.07,4.42,38.32,13986.8,7/23/76
92802,1.4437,10.6207,-4.8301,0.396,3.33081,3.42,3.77,38.33,13990.45,7/19/76
59251,8.1479,-8.4354,0.8943,1.542,0.00893,9.85,10.2,38.34,13994.1,7/15/76
18221,-10.2566,-1.7994,-5.5459,0.48,0.01264,9.47,9.83,38.46,14037.9,6/2/76
83907,9.858,-1.9494,-6.1843,1.137,0.03612,8.33,8.69,38.47,14041.55,5/29/76
83908,9.8578,-1.9488,-6.1848,-0.63,0.01163,9.56,9.92,38.47,14041.55,5/29/76
91416,6.5056,5.0102,-8.5066,0.144,7.86076,2.49,2.85,38.54,14067.1,5/3/76
52917,2.6507,-5.0196,10.3793,0.266,8.7092,2.38,2.74,38.57,14078.05,4/22/76
59700,8.2019,-8.5246,0.3338,1.038,0.23566,6.29,6.66,38.58,14081.7,4/19/76
92278,7.2961,-3.7688,-8.5681,1.542,0.01389,9.37,9.74,38.69,14121.85,3/10/76
9510,-8.6918,7.7464,-2.5312,1.542,0.01915,9.02,9.4,38.84,14176.6,1/15/76
46698,-4.2749,-1.4194,11.0427,1.298,0.05236,7.93,8.31,38.88,14191.2,12/31/75
3390,-5.1098,7.9663,-7.4088,-0.63,0.00176,11.61,12.01,39.18,14300.7,9/13/75
8009,-7.9864,8.9573,-0.668,1.677,0.00146,11.81,12.21,39.18,14300.7,9/13/75
71720,4.5361,8.7083,6.9495,-0.63,0.00272,11.14,11.54,39.22,14315.3,8/29/75
72300,6.7751,7.8105,6.1821,1.677,0.00353,10.86,11.26,39.27,14333.55,8/11/75
13284,1.2797,-8.1035,-8.8652,0.571,0.90791,4.83,5.24,39.38,14373.7,7/2/75
68826,8.9126,-7.604,-3.0459,0.509,1.2472,4.49,4.9,39.46,14402.9,6/3/75
86808,9.2681,-2.3573,-7.431,1.242,0.03345,8.41,8.83,39.48,14410.2,5/26/75
13248,1.3021,-8.1286,-8.8949,0.603,0.69982,5.11,5.53,39.51,14421.15,5/15/75
19662,-10.9131,-2.3644,-4.7081,1.677,0.00191,11.52,11.94,39.51,14421.15,5/15/75
88765,7.8738,5.7714,-7.2267,1.609,0.00514,10.45,10.87,39.6,14454,4/13/75
35742,-3.6923,-11.5512,1.0556,0.902,0.32269,5.95,6.38,39.68,14483.2,3/14/75
23174,-11.134,4.412,2.5339,0.946,0.38165,5.77,6.21,39.91,14567.15,12/20/74
42703,-3.993,-8.3271,8.1406,1.416,0.00652,10.19,10.64,40.13,14647.45,10/1/74
66470,9.5961,-7.5389,-1.6116,0.317,8.67881,2.38,2.83,40.13,14647.45,10/1/74
30127,-11.5892,-2.1845,3.6259,-0.63,0.0055,10.37,10.83,40.22,14680.3,8/29/74
72296,4.0403,9.3825,6.938,1.677,0.00335,10.91,11.37,40.26,14694.9,8/15/74
19775,-8.2152,-6.1824,-6.8643,1.609,0.00518,10.44,10.9,40.3,14709.5,7/31/74
8947,-2.3576,-3.1546,-11.7345,-0.63,0.00894,9.85,10.31,40.35,14727.75,7/13/74
155,-3.429,9.6276,-7.0263,0.636,0.57149,5.33,5.8,40.43,14756.95,6/14/74
54880,1.9257,-1.2062,12.2465,0.396,2.25282,3.84,4.32,40.61,14822.65,4/9/74
23193,-11.35,4.4964,2.5889,1.478,0.01481,9.3,9.78,40.68,14848.2,3/14/74
43605,-2.6248,-9.4151,7.7746,1.416,0.01055,9.67,10.15,40.71,14859.15,3/3/74
86998,1.2917,12.4296,0.2201,1.609,0.00586,10.31,10.79,40.74,14870.1,2/20/74
48695,4.0807,-11.2717,3.5914,1.137,0.0948,7.28,7.77,40.8,14892,1/30/74
37177,-9.4921,-2.8648,7.6633,0.82,0.50349,5.47,5.96,40.85,14910.25,1/11/74
47028,4.3642,-11.7438,0.652,-0.63,0.00265,11.17,11.66,40.9,14928.5,12/24/73
31047,-9.5281,-8.0408,1.4791,-0.63,0.00316,10.98,11.47,40.93,14939.45,12/13/73
71678,11.4477,-4.9294,-1.6596,-0.63,0.01172,9.55,10.05,40.99,14961.35,11/21/73
34677,-7.1134,-9.9951,2.7928,0.902,0.51225,5.45,5.95,41.02,14972.3,11/10/73
13964,-6.4995,-3.7386,-10.1469,1.137,0.05444,7.89,8.39,41.13,15012.45,10/1/73
79194,10.9513,-3.9118,-4.9428,1.542,0.03542,8.35,8.86,41.19,15034.35,9/9/73
6832,-8.0947,8.768,-4.1789,0.603,1.28753,4.45,4.96,41.22,15045.3,8/29/73
21541,-12.3496,2.6977,0.3401,0.54,1.65145,4.18,4.69,41.22,15045.3,8/29/73
9293,-3.5049,-2.405,-11.9436,0.82,0.36649,5.81,6.33,41.33,15085.45,7/20/73
39750,-6.7673,-7.4297,7.7306,1.038,0.1645,6.68,7.2,41.33,15085.45,7/20/73
77821,12.0443,4.0517,-0.8454,1.478,0.00387,10.75,11.28,41.52,15154.8,5/12/73
21089,-12.4643,-0.806,-2.5038,1.748,0.00592,10.29,10.82,41.53,15158.45,5/8/73
62837,1.1604,6.8379,10.7066,0.603,1.47733,4.3,4.83,41.59,15180.35,4/16/73
22476,-12.0485,-3.1784,-2.8,1.677,0.00304,11.02,11.55,41.63,15194.95,4/2/73
50722,3.2861,-8.9384,8.5489,-0.63,0.00273,11.13,11.67,41.72,15227.8,2/28/73
72668,-1.4091,10.6192,7.0017,0.902,0.33748,5.9,6.44,41.72,15227.8,2/28/73
94639,2.435,9.4417,-8.3064,1.416,0.00914,9.82,10.36,41.76,15242.4,2/13/73
35651,-9.9796,-4.7322,6.4937,1.748,0.00221,11.36,11.9,41.77,15246.05,2/9/73
68487,12.0568,-4.0267,1.6173,-0.63,0.00503,10.47,11.01,41.77,15246.05,2/9/73
24100,-0.2292,-11.0694,-6.4802,1.038,0.17313,6.63,7.17,41.82,15264.3,1/22/73
43991,-7.1754,3.4547,10.0849,0.48,1.51293,4.28,4.82,41.89,15289.85,12/28/72
81104,11.8765,-0.1706,-4.9512,-0.63,0.00142,11.84,12.39,41.95,15311.75,12/6/72
68518,12.1184,-4.0265,1.6161,0.636,0.91468,4.82,5.37,41.96,15315.4,12/2/72
47593,4.9997,-11.8803,-0.1103,1.242,0.16692,6.67,7.22,42.02,15337.3,11/10/72
50017,1.8644,-8.0011,9.9542,0.902,0.78636,4.99,5.54,42.08,15359.2,10/19/72
21367,-12.3062,3.8595,1.0302,1.478,120.71281,-0.48,0.08,42.18,15395.7,9/13/72
75972,12.4876,-2.2264,-2.6418,1.242,0.05794,7.82,8.38,42.24,15417.6,8/22/72
22199,-10.9251,-5.4221,-4.4469,1.137,0.11394,7.08,7.65,42.32,15446.8,7/24/72
51627,-5.0655,6.6964,9.9054,-0.63,0.00437,10.62,11.19,42.33,15450.45,7/20/72
77830,12.5757,2.8399,-1.5365,0.706,0.59813,5.28,5.85,42.33,15450.45,7/20/72
57295,3.4828,-0.0809,12.5638,-0.63,0.01601,9.21,9.79,42.5,15512.5,5/19/72
65525,-3.7624,9.7328,7.8536,1.677,0.00171,11.64,12.22,42.58,15541.7,4/20/72
27401,-1.0643,-11.9255,-5.259,1.242,0.01596,9.22,9.8,42.63,15559.95,4/2/72
11374,0.1127,-7.3211,-10.8392,-0.63,0.00684,10.14,10.72,42.64,15563.6,3/29/72
17236,-1.2475,-9.2643,-9.1471,1.137,0.11672,7.06,7.64,42.64,15563.6,3/29/72
3929,-0.2057,-0.3345,-13.0968,-0.63,0.00261,11.18,11.77,42.71,15589.15,3/3/72
31523,-11.0442,3.4273,6.1649,1.416,0.00381,10.77,11.36,42.72,15592.8,2/29/72
83920,9.0972,8.8776,-3.2218,1.086,0.13849,6.87,7.46,42.75,15603.75,2/18/72
98250,-4.8122,12.1833,-0.7056,1.542,0.01299,9.44,10.03,42.77,15611.05,2/10/72
90781,2.4234,12.2551,-4.0928,-0.63,0.01569,9.24,9.83,42.86,15643.9,1/9/72
47391,1.0886,-10.3584,8.0404,1.086,0.05016,7.97,8.57,42.89,15654.85,12/29/71
55536,0.092,2.2821,12.9652,1.416,0.02172,8.88,9.48,42.92,15665.8,12/18/71
77297,12.7899,3.1504,-0.9766,0.946,0.25568,6.21,6.81,43.06,15716.9,10/28/71
56897,-0.8024,4.7464,12.3525,1.542,0.01094,9.63,10.24,43.22,15775.3,8/30/71
19346,-8.9161,-6.3279,-7.6004,0.636,0.87644,4.87,5.49,43.41,15844.65,6/22/71
36457,-9.3156,-7.0211,6.4761,1.416,0.01961,8.99,9.62,43.5,15877.5,5/20/71
82751,5.1381,12.2945,0.835,1.478,0.01758,9.11,9.74,43.52,15884.8,5/13/71
14463,-1.6979,-8.0545,-10.5208,1.242,0.0517,7.94,8.57,43.55,15895.75,5/2/71
93913,7.6883,-3.225,-10.4622,1.242,0.03554,8.35,8.98,43.61,15917.65,4/10/71
52180,1.3006,-4.1502,12.6835,1.416,0.01773,9.1,9.74,43.71,15954.15,3/4/71
60704,-0.443,7.0973,11.3844,1.038,0.1777,6.6,7.24,43.76,15972.4,2/14/71
6959,-8.387,10.4853,0.3599,1.137,0.06002,7.78,8.42,43.79,15983.35,2/3/71
91548,8.5936,-0.0614,-10.3298,1.822,0.00346,10.88,11.52,43.81,15990.65,1/27/71
13156,-10.4725,8.4561,0.1157,1.542,0.00863,9.88,10.53,43.88,16016.2,1/1/71
6483,-8.4322,9.3645,-4.7529,0.48,3.22557,3.45,4.1,43.91,16027.15,12/21/70
39993,-9.1251,2.3668,9.6441,0.423,7.61689,2.52,3.17,43.96,16045.4,12/3/70
18956,-12.9262,0.4125,-3.8366,1.038,0.08204,7.44,8.09,43.98,16052.7,11/26/70
71429,8.4495,7.7375,7.1867,1.609,0.00322,10.95,11.61,44.09,16092.85,10/17/70
39923,-9.1356,-1.2344,9.9109,1.416,0.01194,9.53,10.19,44.13,16107.45,10/2/70
95196,6.1205,2.2358,-11.8701,1.086,0.10503,7.17,7.83,44.14,16111.1,9/28/70
52029,1.2452,-4.3372,12.7826,-0.63,0.00228,11.33,11.99,44.19,16129.35,9/10/70
74941,3.378,11.4594,6.4129,-0.63,0.00274,11.13,11.79,44.2,16133,9/7/70
24499,-11.7987,5.52,3.8765,1.478,0.01139,9.58,10.25,44.31,16173.15,7/28/70
93620,7.9306,-3.0421,-10.6353,0.571,1.03224,4.69,5.36,44.37,16195.05,7/6/70
57569,2.4652,1.7626,13.3113,0.991,0.21897,6.37,7.05,44.51,16246.15,5/16/70
87894,4.8881,12.2584,-3.5019,1.609,0.00234,11.3,11.98,44.51,16246.15,5/16/70
41282,-4.189,-10.9376,7.0683,1.416,0.014,9.36,10.04,44.6,16279,4/14/70
71625,11.562,-6.7245,-2.8971,0.902,0.16238,6.7,7.38,44.61,16282.65,4/10/70
23516,-11.4428,6.4137,3.921,1.416,0.03588,8.34,9.02,44.63,16289.95,4/3/70
16752,-12.77,3.814,-3.1592,1.478,0.01234,9.5,10.18,44.65,16297.25,3/26/70
473,-4.1754,10.7298,-7.4291,0.902,0.54399,5.39,6.07,44.67,16304.55,3/19/70
83378,9.3231,9.697,-2.6377,0.82,4.78574,3.03,3.71,44.69,16311.85,3/12/70
14583,-10.2079,-0.9153,-9.1203,0.509,2.80973,3.6,4.29,44.72,16322.8,3/1/70
13528,-8.2373,10.0391,4.4774,1.542,0.00481,10.52,11.21,44.78,16344.7,2/7/70
43023,-3.0691,-10.7078,8.0412,1.416,0.00589,10.3,10.99,44.79,16348.35,2/3/70
67811,11.5543,-7.3605,-1.1254,0.902,0.14267,6.84,7.53,44.81,16355.65,1/27/70
99288,-0.357,8.2993,-11.0087,0.451,3.29006,3.43,4.13,44.96,16410.4,12/3/69
99249,-6.448,11.6362,3.6431,0.946,7.67934,2.51,3.21,44.97,16414.05,11/29/69
88209,8.6069,7.9864,-7.2851,1.609,0.00477,10.53,11.23,45.05,16443.25,10/31/69
44959,0.7226,-12.5636,5.7897,-0.63,0.00484,10.51,11.22,45.16,16483.4,9/21/69
79310,12.6805,-2.5992,-4.9975,1.677,0.00528,10.42,11.13,45.23,16508.95,8/27/69
35995,-9.652,6.0528,7.9572,1.542,0.02909,8.57,9.28,45.3,16534.5,8/1/69
93201,3.7477,10.3617,-8.4647,1.609,0.0024,11.28,11.99,45.3,16534.5,8/1/69
66798,11.7623,0.4065,7.4327,1.416,0.00958,9.77,10.49,45.38,16563.7,7/3/69
98808,2.6076,4.2329,-13.0308,1.137,0.05533,7.87,8.59,45.47,16596.55,5/31/69
47987,0.1644,-9.0248,10.6476,-0.63,0.00244,11.26,11.98,45.51,16611.15,5/16/69
10419,-10.0942,4.9738,-8.2723,1.542,0.00809,9.95,10.68,45.53,16618.45,5/9/69
9305,-2.0339,-4.5486,-13.0558,-0.63,0.0035,10.86,11.59,45.56,16629.4,4/28/69
11055,-6.0253,-2.2928,-12.3984,0.396,2.46979,3.74,4.47,45.56,16629.4,4/28/69
98900,0.5949,7.5957,-11.7146,1.609,0.00521,10.43,11.16,45.56,16629.4,4/28/69
95868,3.7412,7.1089,-11.4656,1.137,0.01731,9.13,9.86,45.64,16658.6,3/30/69
57791,-1.0557,5.9596,12.6325,1.137,0.04516,8.09,8.82,45.66,16665.9,3/23/69
20428,-12.6595,5.7649,1.7135,1.416,0.01582,9.23,9.96,45.69,16676.85,3/12/69
67931,12.2068,1.0027,6.8334,0.571,0.97235,4.76,5.49,45.72,16687.8,3/1/69
15079,-7.7932,-4.6611,-10.7223,0.991,0.22152,6.36,7.1,45.81,16720.65,1/27/69
45905,-6.2924,0.4641,12.5833,0.54,1.49621,4.29,5.03,45.89,16749.85,12/29/68
3564,0.3612,-0.7112,-14.0599,0.991,0.2125,6.41,7.15,45.91,16757.15,12/21/68
73346,-0.2059,11.8604,7.6009,0.54,1.2466,4.49,5.23,45.93,16764.45,12/14/68
73391,-0.1579,11.8741,7.5918,1.478,0.01571,9.23,9.98,45.95,16771.75,12/7/68
44963,-6.7625,-0.1771,12.383,1.542,0.0335,8.41,9.16,46,16790,11/19/68
12854,-5.1588,-5.1109,-12.1006,0.48,4.66872,3.05,3.8,46.01,16793.65,11/15/68
78459,12.3236,6.8985,-0.1908,1.137,0.04634,8.06,8.81,46.05,16808.25,10/31/68
32485,-12.3574,-4.553,5.138,1.542,0.00404,10.71,11.46,46.08,16819.2,10/20/68
56134,5.6481,-4.5467,12.1631,1.677,0.00501,10.47,11.23,46.16,16848.4,9/21/68
40753,-8.7035,-3.5138,10.6107,-0.63,0.00229,11.32,12.08,46.18,16855.7,9/14/68
88308,10.1556,-3.7447,-9.1641,1.677,0.0011,12.12,12.88,46.23,16873.95,8/27/68
57625,8.5138,-7.0578,8.8858,1.086,0.08506,7.4,8.16,46.25,16881.25,8/19/68
31889,-10.4567,-9.3358,2.2453,0.991,0.21007,6.42,7.18,46.28,16892.2,8/8/68
83296,12.4169,3.8375,-5.7626,1.038,0.51003,5.46,6.22,46.35,16917.75,7/14/68
95976,-1.1629,12.8822,-5.9195,1.643,0.0034,10.89,11.66,46.37,16925.05,7/6/68
11516,-11.372,6.6895,-5.3766,1.189,0.02277,8.83,9.6,46.45,16954.25,6/7/68
9137,-2.9982,-3.5393,-13.4772,-0.63,0.00245,11.25,12.02,46.47,16961.55,5/31/68
36187,-10.0917,5.6976,8.3289,0.587,0.88498,4.86,5.63,46.52,16979.8,5/13/68
60437,6.0425,1.1683,12.8785,1.609,0.00853,9.9,10.67,46.53,16983.45,5/9/68
52879,1.0581,-2.7763,13.9859,0.991,0.10878,7.13,7.91,46.61,17012.65,4/10/68
31585,-10.7087,-9.2643,2.1105,-0.63,0.01793,9.09,9.87,46.67,17034.55,3/19/68
73343,10.7111,7.7519,5.4953,0.144,23.43104,1.3,2.08,46.68,17038.2,3/15/68
21871,-13.9864,-1.7539,-2.6061,0.991,0.10735,7.15,7.93,46.73,17056.45,2/26/68
88947,10.4321,-0.4857,-9.8195,1.478,0.00258,11.2,11.98,46.73,17056.45,2/26/68
60112,6.8699,-0.267,12.5857,-0.63,0.00205,11.45,12.23,46.75,17063.75,2/19/68
87016,-1.9224,13.9138,2.8941,0.902,6.90495,2.63,3.41,46.75,17063.75,2/19/68
67521,12.1331,-7.6224,-0.8754,1.038,0.2291,6.32,7.11,46.8,17082,2/1/68
67162,4.4346,8.4714,10.7212,0.82,0.34726,5.87,6.66,46.83,17092.95,1/21/68
69885,13.8046,-3.8372,1.1227,0.991,0.15741,6.73,7.52,46.85,17100.25,1/13/68
72360,6.8252,10.0689,7.6929,0.54,1.13313,4.59,5.38,46.92,17125.8,12/19/67
59899,3.4625,3.5156,13.5314,1.137,0.06066,7.77,8.56,46.95,17136.75,12/8/67
30256,-13.4273,0.2954,5.3279,1.478,0.01229,9.5,10.3,47.1,17191.5,10/14/67
81928,10.6648,9.6032,-1.88,1.137,0.02959,8.55,9.35,47.18,17220.7,9/15/67
63250,9.4553,0.4964,10.9751,-0.63,0.00425,10.65,11.46,47.25,17246.25,8/20/67
62402,11.3473,-4.5296,7.8402,1.137,0.10227,7.2,8.01,47.33,17275.45,7/22/67
38153,-6.9493,-11.1996,6.0969,1.416,0.02595,8.69,9.5,47.34,17279.1,7/18/67
56939,6.5913,-4.5545,12.1274,1.416,0.02349,8.8,9.61,47.38,17293.7,7/4/67
64106,12.1177,-7.8451,1.8689,0.603,0.90383,4.83,5.65,47.45,17319.25,6/8/67
70722,14.1024,-3.5402,0.6363,1.609,0.00555,10.37,11.18,47.45,17319.25,6/8/67
60130,-0.4921,7.3456,12.5742,0.451,3.98999,3.22,4.04,47.5,17337.5,5/21/67
15249,-13.0414,3.5123,-5.4734,1.137,0.02361,8.79,9.61,47.51,17341.15,5/17/67
24226,-8.1866,-10.5861,-5.7909,-0.63,0.00866,9.88,10.7,47.54,17352.1,5/6/67
84276,12.5599,2.1924,-7.115,-0.63,0.0022,11.37,12.19,47.6,17374,4/15/67
29052,-7.787,-12.13,-2.4167,0.946,0.34327,5.89,6.71,47.65,17392.25,3/27/67
44618,1.4858,-13.8285,4.5201,-0.63,0.00649,10.19,11.02,47.67,17399.55,3/20/67
37638,-10.9526,1.6346,9.5713,0.192,9.39516,2.29,3.12,47.72,17417.8,3/2/67
86642,11.3449,4.4145,-8.1424,0.82,0.47579,5.53,6.36,47.74,17425.1,2/22/67
26413,-14.2423,-3.3955,0.7905,0.902,0.32392,5.95,6.78,47.8,17447,2/1/67
21914,-14.3155,-1.8085,-2.6184,0.48,1.66939,4.17,5,47.81,17450.65,1/28/67
66650,13.2222,-5.9991,2.0753,1.137,0.0997,7.23,8.06,47.81,17450.65,1/28/67
65713,10.7525,1.8378,9.8109,0.706,0.75673,5.03,5.86,47.83,17457.95,1/21/67
87072,11.2235,4.0859,-8.5198,0.396,3.72341,3.3,4.13,47.83,17457.95,1/21/67
46954,-7.2916,8.127,9.8093,1.137,0.14168,6.85,7.68,47.85,17465.25,1/13/67
90680,9.8738,-2.3858,-10.6788,0.991,0.23491,6.3,7.14,48.05,17538.25,11/1/66
50538,4.1548,-11.0198,8.9119,0.266,4.17536,3.17,4.02,48.15,17574.75,9/26/66
87846,9.8355,7.6348,-7.9431,1.677,0.00475,10.53,11.38,48.15,17574.75,9/26/66
12472,-10.1735,0.6176,-10.6943,1.416,0.0399,8.22,9.07,48.16,17578.4,9/22/66
30213,-2.8955,-13.9498,-3.9075,0.991,0.35396,5.85,6.7,48.16,17578.4,9/22/66
86228,5.6528,13.4602,-2.3184,-0.63,0.00414,10.68,11.53,48.19,17589.35,9/11/66
98627,3.31,3.7444,-13.9301,1.542,0.00623,10.24,11.09,48.25,17611.25,8/20/66
95027,8.0834,-6.2507,-10.7451,-0.63,0.00429,10.64,11.5,48.34,17644.1,7/18/66
88469,7.414,11.1525,-6.3965,1.137,0.08413,7.41,8.27,48.38,17658.7,7/4/66
31835,-11.7053,-8.657,3.0041,1.416,0.02346,8.8,9.66,48.46,17687.9,6/5/66
10566,1.5427,-8.7418,-11.9434,-0.63,0.00196,11.5,12.36,48.51,17706.15,5/17/66
40632,-3.1854,-13.4738,5.4606,0.54,1.83396,4.07,4.93,48.52,17709.8,5/14/66
41922,-8.6867,-2.3298,11.8723,0.571,1.22472,4.5,5.37,48.56,17724.4,4/29/66
42019,-9.154,1.825,11.6065,1.542,0.01675,9.16,10.03,48.56,17724.4,4/29/66
67725,13.6672,-1.1476,5.8134,-0.63,0.00501,10.47,11.34,48.56,17724.4,4/29/66
3086,3.0454,-4.2421,-14.0011,0.706,0.82964,4.93,5.8,48.71,17779.15,3/5/66
22219,1.1572,-12.4724,-8.1486,0.946,0.30682,6.01,6.88,48.71,17779.15,3/5/66
72063,11.8319,6.6557,6.2455,1.643,0.00439,10.62,11.49,48.71,17779.15,3/5/66
89413,-2.8178,14.4985,2.3848,0.192,18.19395,1.58,2.45,48.77,17801.05,2/11/66
16798,-1.3216,-10.4386,-10.6422,-0.63,0.00334,10.91,11.79,48.79,17808.35,2/4/66
79152,6.5398,13.0303,3.4374,0.54,1.44866,4.32,5.2,48.83,17822.95,1/21/66
1192,-6.1101,12.5419,-5.484,1.416,0.04422,8.11,8.99,48.87,17837.55,1/6/66
23664,-6.272,-11.6768,-7.0015,1.542,0.00899,9.84,10.72,48.87,17837.55,1/6/66
24284,-10.97,-9.1254,-4.7665,0.291,5.76433,2.82,3.71,49.04,17899.6,11/5/65
4527,-8.5536,12.3754,0.2944,1.242,0.04414,8.11,9,49.05,17903.25,11/1/65
5062,1.6825,-4.6033,-14.2332,0.48,1.8083,4.08,4.97,49.07,17910.55,10/25/65
53096,-3.6589,5.111,13.6858,1.038,0.27648,6.12,7.01,49.1,17921.5,10/14/65
97214,7.5276,-7.1101,-10.9483,1.137,0.08515,7.4,8.29,49.13,17932.45,10/3/65
29254,-3.9708,-13.9302,-4.2128,0.902,0.32742,5.94,6.83,49.18,17950.7,9/15/65
70662,-1.2006,12.0744,8.9666,0.423,1.97349,3.99,4.88,49.19,17954.35,9/11/65
88083,1.983,14.9364,-1.042,1.609,0.01585,9.22,10.12,49.24,17972.6,8/24/65
13782,-10.0859,-1.6217,-11.1433,1.137,0.12733,6.96,7.86,49.28,17987.2,8/9/65
91931,9.5498,-1.5216,-11.6285,1.609,0.00284,11.09,11.99,49.3,17994.5,8/2/65
27214,-2.6786,-13.7008,-5.824,0.902,0.02544,8.71,9.61,49.31,17998.15,7/29/65
81206,10.2546,11.1399,-0.4932,0.82,1.52328,4.27,5.17,49.39,18027.35,6/30/65
3458,-0.6141,0.9341,-15.1541,1.137,0.04714,8.04,8.95,49.54,18082.1,5/6/65
32299,-5.4004,-14.151,-1.2737,0.54,1.2873,4.45,5.36,49.55,18085.75,5/3/65
5242,-5.8904,5.8889,-12.7161,1.542,0.00701,10.11,11.02,49.56,18089.4,4/29/65
65971,13.6896,-5.7648,3.4261,0.743,0.71153,5.09,6.01,49.7,18140.5,3/9/65
74000,14.0726,-5.1051,-3.0451,0.706,1.62199,4.2,5.12,49.8,18177,2/1/65
29295,-11.5267,7.4142,6.7586,1.748,0.00301,11.03,11.95,49.82,18184.3,1/24/65
50818,-5.126,5.1358,13.4884,1.542,0.02379,8.78,9.71,49.93,18224.45,12/15/64
48417,-4.1164,-1.4389,14.6849,-0.63,0.00184,11.56,12.49,49.94,18228.1,12/11/64
96350,-0.0136,12.6248,-8.7507,0.706,1.21015,4.52,5.45,50.08,18279.2,10/21/64
84510,13.1068,2.7403,-7.5467,-0.63,0.00246,11.25,12.18,50.11,18290.15,10/10/64
52709,1.5267,-3.8732,14.8008,1.677,0.00465,10.56,11.49,50.12,18293.8,10/7/64
81255,11.7741,9.7467,-1.6418,0.266,8.30817,2.43,3.36,50.12,18293.8,10/7/64
29284,-11.1153,-10.6373,-0.5246,1.748,0.00767,10.01,10.95,50.18,18315.7,9/15/64
85719,12.5372,3.5374,-8.2159,1.609,0.00502,10.47,11.41,50.21,18326.65,9/4/64
28003,-14.8443,0.444,4.0979,-0.63,0.00276,11.12,12.06,50.22,18330.3,8/31/64
15843,-10.9622,-3.2469,-10.3297,1.416,0.04545,8.08,9.02,50.23,18333.95,8/28/64
12666,-12.6644,8.3291,-2.8582,1.542,0.01669,9.17,10.11,50.29,18355.85,8/6/64
94383,7.5672,2.62,-13.2085,1.086,0.16131,6.71,7.65,50.36,18381.4,7/11/64
24994,-14.9783,-3.7412,-0.6834,0.902,0.36649,5.81,6.76,50.38,18388.7,7/4/64
3367,-2.3118,3.7286,-14.8227,0.451,1.58608,4.22,5.17,50.39,18392.35,6/30/64
59361,10.4603,-11.3841,-0.1332,-0.63,0.00268,11.15,12.1,50.4,18396,6/27/64
60786,4.191,4.2835,14.2572,0.342,3.02502,3.52,4.47,50.42,18403.3,6/19/64
77578,3.8683,13.8472,5.7311,1.542,0.02155,8.89,9.84,50.46,18417.9,6/5/64
36467,-10.8092,-8.1526,7.5247,1.748,0.00345,10.88,11.83,50.5,18432.5,5/21/64
81098,6.2162,14.0117,2.259,0.82,0.52765,5.42,6.37,50.51,18436.15,5/17/64
71293,13.976,3.8418,5.5176,1.416,0.01734,9.13,10.08,50.56,18454.4,4/29/64
2525,0.3869,0.9985,-15.4958,0.946,1.10789,4.61,5.57,50.64,18483.6,3/31/64
23725,-13.0477,-7.3452,-4.2487,0.671,0.76958,5.01,5.97,50.74,18520.1,2/23/64
31056,-6.8009,-13.9072,-1.63,1.478,0.01952,9,9.96,50.75,18523.75,2/20/64
63697,10.7238,0.341,11.2952,0.902,0.32141,5.96,6.92,50.79,18538.35,2/5/64
83995,7.324,13.7077,-1.1427,0.946,0.23085,6.32,7.28,50.8,18542,2/2/64
65963,13.0773,-0.6354,8.456,-0.63,0.00585,10.31,11.27,50.81,18545.65,1/29/64
78766,10.3831,11.4596,2.0053,1.542,0.01629,9.2,10.16,50.83,18552.95,1/22/64
57448,4.3273,-0.0802,14.9832,0.451,2.99235,3.53,4.5,50.84,18556.6,1/18/64
57019,9.7079,-9.9029,7.1568,0.946,0.32252,5.95,6.92,50.87,18567.55,1/7/64
94706,7.0282,3.8254,-13.4262,-0.63,0.006,10.28,11.25,50.95,18596.75,12/9/63
91493,10.1077,-1.6228,-11.8205,0.603,1.12284,4.6,5.57,50.98,18607.7,11/28/63
75586,7.8942,12.1433,5.9398,0.451,1.81665,4.08,5.05,51.03,18625.95,11/10/63
97102,1.7896,9.7689,-12.1101,1.478,0.00831,9.93,10.9,51.06,18636.9,10/30/63
84470,13.0226,5.3093,-6.9097,1.086,0.05201,7.93,8.91,51.08,18644.2,10/22/63
41400,-5.9599,-10.9833,9.4574,1.416,0.0117,9.55,10.53,51.09,18647.85,10/19/63
44051,-8.4677,1.4879,13.1027,1.242,0.05498,7.87,8.85,51.09,18647.85,10/19/63
97261,5.2181,3.0353,-14.4835,-0.63,0.00593,10.29,11.27,51.15,18669.75,9/27/63
54516,8.8687,-12.653,2.8291,1.298,0.04595,8.07,9.05,51.21,18691.65,9/5/63
65480,13.5492,-2.4054,7.6266,1.137,0.05196,7.94,8.92,51.29,18720.85,8/7/63
80601,14.3317,-2.0637,-6.2363,1.356,0.03415,8.39,9.38,51.4,18761,6/28/63
16043,-12.1367,-2.3041,-9.8029,1.086,0.1142,7.08,8.07,51.41,18764.65,6/24/63
